id,link,zimu_num,shuzi,zifu_num,url_T_zifu_num,inner,out,sum,bili,label,Unnamed: 11
868,http://www.ptewh.iptvdeals.com/foogloajuc/eeshedyfon/yvookrynso/files/,59,0,11,0,,,,,Trojan,
869,http://www.igroo.barginginfrance.net/ogroatashy/osynoonsax/ydumtixivy/files/,65,0,11,0,,,,,Trojan,
870,http://www.oofuv.cruisingsmallship.com/oozughoars/psoakraghi/oawygroors/files/,67,0,11,0,,,,,Trojan,
871,http://www.pigra.csheaven.com/eveebichoa/xygyrtoolt/ooholtoaka/files/,58,0,11,0,,,,,Trojan,
872,http://www.dofeb.frenchgerlemanelectric.com/iglejimoar/upsudypooz/leepeegrah/files/,72,0,11,0,,,,,Trojan,
873,http://www.igagh.tourstogo.us/chogoajeep/uhozyngako/iphoasteer/files/,58,0,11,0,,,,,Trojan,
874,http://www.estoa.frost-electric-supply.com/ukoatiptyv/upseeboapo/ufekyckaft/files/,69,0,13,2,,,,,Trojan,
875,http://www.ubike.tourstogo.us/lussoaglee/raxadsunyx/oatchingoa/files/,58,0,11,0,,,,,Trojan,
876,http://www.boogu.barginginfrance.net/peehejoaty/avugnemtee/hibygnoars/files/,65,0,11,0,,,,,Trojan,
877,http://www.oowhe.frost-electric-supply.com/ejisoozach/esisseeloo/oajilitsof/files/,69,0,13,2,,,,,Trojan,
878,http://www.nugly.barginginfrance.net/oogamtoafo/eestathici/athiphisik/files/,65,0,11,0,,,,,Trojan,
879,http://www.motivacionyrelajacion.com/Z0H24k7E6A/,36,5,7,0,,,,,Trojan,
880,http://www.executivecoaching.co.il/IsKgVrtvQ/,37,0,8,0,,,,,Trojan,
881,http://www.atlcourier.com/wp-content/plugins/cached_data/k1.exe,50,1,12,2,,,,,Trojan,
882,http://www.mondoperaio.net/wp-content/plugins/cached_data/k1.exe,51,1,12,2,,,,,Trojan,
883,http://www.fondazioneciampi.org/nuovo/blogs/media/ap2.php,46,1,10,0,,,,,Trojan,
884,http://www.europe-academy.net/wp-admin/user/ap2.php,39,1,11,2,,,,,Trojan,
885,http://www.lunaticjazz.com,21,0,5,0,,,,,Trojan,
886,http://www.earthcontrolsys.com/abuse_report.php?issviews.com,50,0,10,2,,,,,Trojan,
887,http://www.drteachme.com/wp-content/plugins/theme-check/misc.php,52,0,12,2,,,,,Trojan,
888,http://www.eeps.me/,13,0,6,0,,,,,Phishing,
889,http://www.scantanzania.com/bin/img/make.html,36,0,9,0,,,,,Phishing,
890,http://www.inclusivediversity.co.uk/wp-content/upgrade/,45,0,10,1,,,,,redirect,
891,http://www.proascolcolombia.com/portal/modules/mod_banners/Imprimir_IntimacaoCTI2015-03698541.rar?cli=Cliente&/yRpBKPujKU/nNqRc6QsuO.php,104,13,19,6,,,,,Trojan,
892,http://www.proascolcolombia.com/portal/modules/mod_banners/Imprimir_IntimacaoCTI2015-03698541.rar?cli=Cliente&/yRpBKPujKU/nNqRc6QsuO.php,104,13,19,6,,,,,Trojan,
893,http://www.wonchangvacuum.com.my/libraries/pear/mandate.htm,49,0,10,0,,,,,Phishing,
894,http://www.gosciniec-paproc.pl/lib/excel/kamp.php,39,0,10,1,,,,,Phishing,
895,http://www.deleondeos.com/img/script.php?tup1.jpg,38,1,10,1,,,,,Trojan,
896,http://www.deleondeos.com/img/script.php?tup2.jpg,38,1,10,1,,,,,Trojan,
897,http://www.deleondeos.com/img/script.php?tup3.jpg,38,1,10,1,,,,,Trojan,
898,http://www.icybrand.eu/pathway/created/accelerated/mailuserlg/savealife/trwrwbejtw.zip,74,0,12,0,,,,,Phishing,
899,http://www.icybrand.eu/pathway/created/accelerated/mailuserlg/savealife/trwrwbejtw/viewer.php,80,0,13,0,,,,,Phishing,
900,http://www.gold-city.it/image/_vti_cnf/app/psi.exe,37,0,13,3,,,,,Trojan,
901,http://www.cerquasas.it/wp-admin/user/UPS_INVOICE.rar,42,0,11,2,,,,,Trojan,
902,http://www.izzy-cars.nl/9uj8n76b5.exe,24,5,8,1,,,,,Trojan,
903,http://www.stopmeagency.free.fr/9uj8n76b5.exe,32,5,8,0,,,,,Trojan,
904,http://www.reclamus.com/9uj8n76b5.exe,25,5,7,0,,,,,Trojan,
905,http://www.lhs-mhs.org/9uj8n76b5.exe,23,5,8,1,,,,,Trojan,
906,http://www.zt.tim-taxi.com/login.php,27,0,9,1,,,,,Phishing,
907,http://www.marialorena.com.br/wp-content/plugins/hello123/8888ytc6r.exe,51,8,12,1,,,,,Trojan,
908,http://www.buildviet.info/servicer/fattura/,35,0,8,0,,,,,Trojan,
909,http://www.avokka.com/Panel/dl.exe,26,0,8,0,,,,,Trojan,
910,http://www.avokka.com/Panel/gate.php,28,0,8,0,,,,,Trojan,
911,http://www.jcmarcadolib.com/hbc/a.php,29,0,8,0,,,,,Phishing,
912,http://www.euro-vertrieb.com/hosteurope/KIS-Login.htm,43,0,10,2,,,,,Phishing,
913,http://www.coffeol.com/fend/raw_server.exe,33,0,9,1,,,,,Trojan,
914,http://www.pgathailand.com/which.exe,29,0,7,0,,,,,Trojan,
915,http://www.jessisjewels.com/disk/update/postmaster/en/?ar=yourname@yourdomain.com,67,0,14,3,,,,,Phishing,
916,http://www.tscl.com.bd/m/RI%20XIN%20QUOTATION%20LIST.zip,38,6,12,3,,,,,Trojan,
917,http://www.art-archiv.ru/images/animated-number/docum-arhiv.exe,51,0,12,3,,,,,Trojan,
918,http://www.kingskillz.ru/~kingskil/Prince/Man/lucy/mine/shit.exe,51,0,13,1,,,,,Trojan,
919,http://www.raneevahijab.id/adnin/box/workspace/,38,0,9,0,,,,,Phishing,
920,http://www.lifelabs.vn/api/get.php?id=aW5mb0BzYXBjdXBncmFkZXMuY29t,52,4,10,2,,,,,Trojan,
921,http://www.falconsafe.com.sg/api/get.php?id=aW5mb0BzYXBjdXBncmFkZXMuY29t,57,4,11,2,,,,,Trojan,
922,http://www.fo5.a1-downloader.org/g2v9s1.php?id=yourname@yourdomain.com,52,5,13,4,,,,,Trojan,
923,http://www.up.mykings.pw:8888/update.txt,27,4,9,0,,,,,Trojan,
924,http://www.down.mykings.pw:8888/ver.txt,26,4,9,0,,,,,Trojan,
925,http://www.down.mykings.pw:8888/ups.rar,26,4,9,0,,,,,Trojan,
926,http://www.ssl-6582datamanager.de/,23,4,7,1,,,,,redirect,
927,http://www.privatkunden.datapipe9271.com/,30,4,7,0,,,,,Phishing,
928,http://www.amazon-sicherheit.kunden-ueberpruefung.xyz,45,0,8,2,,,,,Phishing,
929,http://www.sarahdaniella.com/swift/SWIFT%20$.pdf.ace,39,2,11,2,,,,,Trojan,
930,http://www.textspeier.de,19,0,5,0,,,,,Phishing,
931,http://www.photoscape.ch/Setup.exe,27,0,7,0,,,,,Trojan,
